161.48,152.04,164.56,146.19,146.18,153.29,169.16,174.07,181.63,176.64,171.36,140.77,127.77,135.99,173.09,197.31,191.66,199.0,203.8,179.83,122.18,123.11,167.48,186.53,170.78,176.77,183.85,153.33,127.07,154.06,171.08,177.59,152.16,141.86,142.71,158.45,159.61,154.39,158.11,160.83,146.05,131.29,148.99,182.74,179.38,143.29,170.05,175.85,173.17,153.37,156.17,174.64,165.51,140.6,166.31,193.48,146.69,130.9,138.73,173.61,179.67,152.65,163.58,179.4,0
90.765,89.557,91.827,95.039,94.585,94.601,98.594,100.18,94.382,94.025,92.909,93.573,96.147,100.66,108.73,112.52,103.49,105.98,102.07,100.49,103.05,103.16,108.07,108.68,108.14,109.01,107.55,105.52,103.75,100.5,101.36,103.71,108.88,107.92,107.7,109.97,105.64,100.61,98.255,99.396,108.27,107.33,108.83,107.39,104.94,102.52,105.61,102.4,105.93,109.07,110.67,108.08,106.46,107.02,107.66,106.1,109.24,109.47,107.54,107.8,108.5,108.29,109.25,109.29,1
157.92,175.43,172.14,153.45,137.19,165.62,188.73,180.95,145.96,164.06,181.41,165.27,153.5,170.09,191.66,186.9,164.61,168.36,190.3,176.65,154.14,143.57,145.21,160.73,157.82,166.7,179.83,156.06,165.21,145.41,134.62,164.17,204.34,186.76,173.99,155.65,160.1,151.85,152.8,167.68,180.96,167.55,180.64,176.48,164.38,176.81,178.44,166.64,153.82,139.17,159.18,174.67,170.3,185.29,192.17,174.31,154.4,154.25,156.19,166.49,153.94,166.52,179.71,169.99,0
175.8,184.09,164.2,129.62,129.46,154.96,160.58,153.5,169.82,187.82,175.31,138.72,131.4,157.61,145.24,137.91,128.67,137.32,154.68,163.37,155.88,165.5,158.12,126.08,138.66,146.15,142.91,149.43,154.23,164.3,177.24,152.61,150.68,142.97,149.0,141.13,137.34,143.76,168.23,155.4,147.22,120.58,132.75,159.99,166.01,135.95,141.8,144.41,152.19,125.49,133.24,164.71,171.85,155.67,146.26,162.58,141.18,123.98,127.81,147.74,164.96,167.37,159.18,158.32,0
166.57,180.7,130.94,121.55,143.02,177.36,178.28,155.57,144.23,151.04,145.27,158.25,157.15,168.43,166.47,152.34,137.35,126.19,139.87,142.58,146.17,151.46,170.5,166.38,130.79,140.7,164.28,143.63,140.06,163.94,173.54,166.72,145.98,173.57,191.16,159.25,137.8,145.74,155.04,174.84,137.98,162.44,160.9,157.84,151.41,140.75,142.44,149.97,119.84,133.87,141.14,169.9,178.56,168.74,151.48,125.33,135.42,150.24,183.33,200.43,179.99,151.79,136.37,110.5,0
113.78,115.6,141.0,158.56,147.76,140.93,159.05,172.27,127.59,128.75,118.49,123.34,129.56,119.46,122.29,139.32,158.79,165.3,120.25,120.45,132.09,133.95,140.45,146.56,148.54,137.53,111.53,124.69,128.42,135.66,158.91,179.53,138.87,132.12,118.53,131.42,131.04,128.81,153.91,170.51,145.97,148.23,138.54,127.71,130.16,139.66,148.77,152.49,150.23,150.45,144.73,131.41,143.18,155.31,153.54,136.68,145.1,144.16,142.33,154.0,169.57,171.67,171.08,146.32,0
160.76,158.71,144.43,149.44,164.23,137.15,132.62,156.38,183.89,180.35,144.56,118.6,129.49,153.88,148.2,137.88,153.41,133.03,102.64,114.71,163.06,193.19,177.53,149.94,130.33,139.76,144.82,142.4,172.83,190.46,168.07,144.87,159.29,177.5,189.74,161.64,148.07,143.85,134.84,137.95,176.63,180.83,185.63,166.74,107.7,95.628,130.16,135.88,155.6,157.63,161.19,157.2,113.11,91.492,120.35,127.19,137.8,173.76,182.11,141.1,110.09,87.514,103.02,122.21,0
67.619,71.722,68.699,63.55,68.327,71.728,70.477,66.271,67.487,69.413,65.935,62.822,65.039,64.389,62.926,59.099,66.451,66.67,62.559,65.498,68.929,68.732,62.933,58.314,62.813,64.365,64.349,64.067,68.941,68.549,64.399,66.035,63.525,61.14,62.654,63.277,66.508,64.966,65.422,65.161,62.721,61.42,64.224,64.506,66.204,65.946,65.378,63.663,62.876,61.043,62.656,64.513,67.44,69.847,69.194,67.326,58.693,62.076,65.465,65.954,67.077,70.768,70.707,70.757,1
92.017,93.506,92.486,91.602,94.056,97.899,96.128,91.533,95.956,98.007,96.618,96.696,99.063,101.31,100.55,100.4,97.842,98.177,97.235,98.376,96.87,101.15,101.02,101.27,100.59,95.087,95.536,96.383,100.82,102.52,100.23,101.8,98.692,96.432,95.85,98.296,98.929,98.357,96.769,97.767,97.843,96.979,99.428,97.017,95.35,96.786,97.278,98.468,101.68,105.71,108.13,102.34,100.89,98.321,101.07,102.19,99.011,103.18,103.77,104.62,101.0,100.23,103.26,104.07,1
186.34,144.86,133.99,146.88,148.49,154.94,183.96,207.14,147.22,137.98,152.32,163.93,192.85,183.83,155.81,190.75,154.9,145.26,154.87,152.61,181.36,193.78,155.51,152.42,165.89,182.15,186.38,144.52,135.0,155.98,150.96,150.83,170.36,182.45,208.95,183.62,123.2,125.58,149.13,146.55,156.55,158.75,202.68,215.52,185.44,151.66,138.18,142.74,111.36,125.74,168.33,163.63,160.81,164.5,170.6,166.22,105.01,145.74,162.3,119.98,132.32,156.05,157.85,172.13,0
